cluster,lat,lon,canal,codigo,transacciones,departamento,provincia,distrito,n_puntos,codigos_agrupados,transacciones_agrupadas,diagnostico
981,-11.824853666666668,-77.10105499999999,agente,NEW_AGENTE_00981,1493.5,LIMA,LIMA,PUENTE PIEDRA,3,BV00004341|BV00005921|BV00000446,318.0|503.0|672.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,494 ≤ 2,000)."", ""Retirar/absorber códigos: BV00004341, BV00005921, BV00000446."", ""Insertar 1 punto consolidado en el centroide (lat=-11.824854, lon=-77.101055).""]"
982,-12.18736975,-76.97623375,agente,NEW_AGENTE_00982,1653.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,4,BV00001445|BV00002829|BV00010448|BV00006087,318.0|357.0|476.5|501.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,653 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001445, BV00002829, BV00010448, BV00006087."", ""Insertar 1 punto consolidado en el centroide (lat=-12.187370, lon=-76.976234).""]"
983,-13.947270333333334,-72.176084,agente,NEW_AGENTE_00983,1675.0,APURIMAC,COTABAMBAS,TAMBOBAMBA,3,BV00011626|BV00000887|BV00013310,319.0|414.5|941.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,675 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011626, BV00000887, BV00013310."", ""Insertar 1 punto consolidado en el centroide (lat=-13.947270, lon=-72.176084).""]"
984,-16.4301495,-71.53088575000001,agente,NEW_AGENTE_00984,1588.0,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,4,BV00006301|BV00015489|BV00012588|BV00005925,319.5|325.5|461.0|482.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,588 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006301, BV00015489, BV00012588, BV00005925."", ""Insertar 1 punto consolidado en el centroide (lat=-16.430149, lon=-71.530886).""]"
985,-11.864372,-77.07698020000001,agente,NEW_AGENTE_00985,1858.0,LIMA,LIMA,PUENTE PIEDRA,5,BV00016889|BV00009299|BV00009867|BV00014543|BV00008853,319.5|336.5|394.5|402.5|405.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,858 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016889, BV00009299, BV00009867, BV00014543, BV00008853."", ""Insertar 1 punto consolidado en el centroide (lat=-11.864372, lon=-77.076980).""]"
986,-12.1461648,-77.0118658,agente,NEW_AGENTE_00986,1920.0,LIMA,LIMA,SANTIAGO DE SURCO,5,BV00004442|BV00006066|BV00006381|BV00011715|BV00008875,320.5|354.5|369.0|397.5|478.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,920 ≤ 2,000)."", ""Retirar/absorber códigos: BV00004442, BV00006066, BV00006381, BV00011715, BV00008875."", ""Insertar 1 punto consolidado en el centroide (lat=-12.146165, lon=-77.011866).""]"
987,-16.35793633333333,-72.189373,agente,NEW_AGENTE_00987,1503.5,AREQUIPA,CAYLLOMA,MAJES,3,BV00003139|BV00010375|BV00008587,320.5|584.0|599.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,504 ≤ 2,000)."", ""Retirar/absorber códigos: BV00003139, BV00010375, BV00008587."", ""Insertar 1 punto consolidado en el centroide (lat=-16.357936, lon=-72.189373).""]"
988,-12.0177876,-77.0323984,agente,NEW_AGENTE_00988,1682.0,LIMA,LIMA,RIMAC,5,BV00016171|BV00016181|BV00008879|BV00011798|BV00007830,320.5|321.5|323.0|345.5|371.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,682 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016171, BV00016181, BV00008879, BV00011798, BV00007830."", ""Insertar 1 punto consolidado en el centroide (lat=-12.017788, lon=-77.032398).""]"
989,-5.197907,-80.62700149999999,agente,NEW_AGENTE_00989,1957.0,PIURA,PIURA,PIURA,4,BV00012018|BV00004918|BV00012154|BV00012947,320.5|390.0|399.0|847.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,957 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012018, BV00004918, BV00012154, BV00012947."", ""Insertar 1 punto consolidado en el centroide (lat=-5.197907, lon=-80.627001).""]"
990,-13.5236602,-71.97587899999999,agente,NEW_AGENTE_00990,1664.0,CUSCO,CUSCO,CUSCO,5,BV00010172|BV00010143|BV00015652|BV00008836|BV00015512,321.0|322.5|322.5|338.5|359.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,664 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010172, BV00010143, BV00015652, BV00008836, BV00015512."", ""Insertar 1 punto consolidado en el centroide (lat=-13.523660, lon=-71.975879).""]"
991,-14.299225999999999,-70.292086,agente,NEW_AGENTE_00991,1453.0,PUNO,MELGAR,ANTAUTA,3,BV00006010|BV00005760|BV00016928,321.0|550.5|581.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,453 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006010, BV00005760, BV00016928."", ""Insertar 1 punto consolidado en el centroide (lat=-14.299226, lon=-70.292086).""]"
992,-5.181881000000001,-80.65463349999999,agente,NEW_AGENTE_00992,755.0,PIURA,PIURA,PIURA,2,BV00015951|BV00015862,321.5|433.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=755 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015951, BV00015862."", ""Insertar 1 punto consolidado en el centroide (lat=-5.181881, lon=-80.654633).""]"
993,-16.401574,-71.51185219999999,agente,NEW_AGENTE_00993,1858.0,AREQUIPA,AREQUIPA,MARIANO MELGAR,5,BV00011506|BV00007120|BV00005569|BV00003409|BV00007865,322.5|336.5|340.5|404.5|454.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,858 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011506, BV00007120, BV00005569, BV00003409, BV00007865."", ""Insertar 1 punto consolidado en el centroide (lat=-16.401574, lon=-71.511852).""]"
994,-16.563854,-69.04039566666667,agente,NEW_AGENTE_00994,1400.0,PUNO,CHUCUITO,DESAGUADERO,3,BV00016325|BV00011344|BV00012629,323.0|522.5|554.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,400 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016325, BV00011344, BV00012629."", ""Insertar 1 punto consolidado en el centroide (lat=-16.563854, lon=-69.040396).""]"
995,-12.004681800000002,-77.00907959999999,agente,NEW_AGENTE_00995,1696.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,5,BV00006492|BV00006583|BV00009691|BV00017254|BV00004338,323.0|333.5|340.5|343.5|356.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,696 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006492, BV00006583, BV00009691, BV00017254, BV00004338."", ""Insertar 1 punto consolidado en el centroide (lat=-12.004682, lon=-77.009080).""]"
996,-11.849268666666667,-77.14139533333334,agente,NEW_AGENTE_00996,1455.0,CALLAO,CALLAO,VENTANILLA,3,BV00003022|BV00005465|BV00005436,323.0|450.5|681.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,455 ≤ 2,000)."", ""Retirar/absorber códigos: BV00003022, BV00005465, BV00005436."", ""Insertar 1 punto consolidado en el centroide (lat=-11.849269, lon=-77.141395).""]"
997,-11.945816399999998,-76.985928,agente,NEW_AGENTE_00997,1704.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,5,BV00015765|BV00008144|BV00001928|BV00006667|BV00016771,323.0|328.5|333.0|354.0|366.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,704 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015765, BV00008144, BV00001928, BV00006667, BV00016771."", ""Insertar 1 punto consolidado en el centroide (lat=-11.945816, lon=-76.985928).""]"
998,-12.0284248,-77.07714519999999,agente,NEW_AGENTE_00998,1643.5,LIMA,LIMA,SAN MARTIN DE PORRES,5,BV00013236|BV00012409|BV00016867|BV00010328|BV00012356,323.0|324.5|326.0|335.0|335.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,644 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013236, BV00012409, BV00016867, BV00010328, BV00012356."", ""Insertar 1 punto consolidado en el centroide (lat=-12.028425, lon=-77.077145).""]"
999,-8.5389004,-78.67670899999999,agente,NEW_AGENTE_00999,1888.5,LA LIBERTAD,VIRU,CHAO,5,BV00006140|BV00015031|BV00016054|BV00016053|BV00014604,323.0|333.5|397.0|408.5|426.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,888 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006140, BV00015031, BV00016054, BV00016053, BV00014604."", ""Insertar 1 punto consolidado en el centroide (lat=-8.538900, lon=-78.676709).""]"
1000,-8.111399525,-79.00983375,agente,NEW_AGENTE_01000,1954.0,LA LIBERTAD,TRUJILLO,TRUJILLO,4,BV00003004|BV00016693|BV00010174|BV00006214,323.0|386.0|404.5|840.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,954 ≤ 2,000)."", ""Retirar/absorber códigos: BV00003004, BV00016693, BV00010174, BV00006214."", ""Insertar 1 punto consolidado en el centroide (lat=-8.111400, lon=-79.009834).""]"
1001,-11.956273,-77.0533074,agente,NEW_AGENTE_01001,1656.5,LIMA,LIMA,COMAS,5,BV00010873|BV00017626|BV00011367|BV00016295|BV00002473,323.5|324.0|325.0|339.5|344.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,656 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010873, BV00017626, BV00011367, BV00016295, BV00002473."", ""Insertar 1 punto consolidado en el centroide (lat=-11.956273, lon=-77.053307).""]"
1002,-12.0702168,-75.2079224,agente,NEW_AGENTE_01002,1765.0,JUNIN,HUANCAYO,HUANCAYO,5,BV00009405|BV00017388|BV00000432|BV00015867|BV00017211,324.0|324.5|350.0|355.5|411.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,765 ≤ 2,000)."", ""Retirar/absorber códigos: BV00009405, BV00017388, BV00000432, BV00015867, BV00017211."", ""Insertar 1 punto consolidado en el centroide (lat=-12.070217, lon=-75.207922).""]"
1003,-4.63897575,-79.71495100000001,agente,NEW_AGENTE_01003,1785.5,PIURA,AYABACA,AYABACA,4,BV00008397|BV00015949|BV00013306|BV00007102,325.5|339.5|559.5|561.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,786 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008397, BV00015949, BV00013306, BV00007102."", ""Insertar 1 punto consolidado en el centroide (lat=-4.638976, lon=-79.714951).""]"
1004,-12.0537915,-75.19339199999999,agente,NEW_AGENTE_01004,1712.5,JUNIN,HUANCAYO,HUANCAYO,4,BV00017246|BV00017023|BV00016200|BV00017456,325.5|422.0|436.0|529.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,712 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017246, BV00017023, BV00016200, BV00017456."", ""Insertar 1 punto consolidado en el centroide (lat=-12.053792, lon=-75.193392).""]"
1005,-13.52852575,-71.94009799999999,agente,NEW_AGENTE_01005,1583.0,CUSCO,CUSCO,SAN SEBASTIAN,4,BV00008112|BV00011456|BV00003196|BV00006630,326.5|403.0|413.0|440.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,583 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008112, BV00011456, BV00003196, BV00006630."", ""Insertar 1 punto consolidado en el centroide (lat=-13.528526, lon=-71.940098).""]"
1006,-12.04103,-77.097132,agente,NEW_AGENTE_01006,1885.5,CALLAO,CALLAO,CALLAO,5,BV00004967|BV00002224|BV00001308|BV00012624|BV00014844,327.0|333.0|340.0|426.5|459.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,886 ≤ 2,000)."", ""Retirar/absorber códigos: BV00004967, BV00002224, BV00001308, BV00012624, BV00014844."", ""Insertar 1 punto consolidado en el centroide (lat=-12.041030, lon=-77.097132).""]"
1007,-12.067442199999999,-77.03239239999999,agente,NEW_AGENTE_01007,1992.0,LIMA,LIMA,CERCADO DE LIMA,5,BV00002110|BV00014363|BV00017073|BV00012834|BV00015413,327.0|365.5|366.5|407.0|526.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,992 ≤ 2,000)."", ""Retirar/absorber códigos: BV00002110, BV00014363, BV00017073, BV00012834, BV00015413."", ""Insertar 1 punto consolidado en el centroide (lat=-12.067442, lon=-77.032392).""]"
1008,-12.0790382,-77.09861900000001,agente,NEW_AGENTE_01008,1972.0,LIMA,LIMA,SAN MIGUEL,5,BV00016601|BV00015415|BV00012311|BV00006102|BV00001072,327.5|336.0|373.5|379.0|556.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,972 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016601, BV00015415, BV00012311, BV00006102, BV00001072."", ""Insertar 1 punto consolidado en el centroide (lat=-12.079038, lon=-77.098619).""]"
1009,-5.713955275,-78.80434500000001,agente,NEW_AGENTE_01009,1563.0,CAJAMARCA,JAEN,JAEN,4,BV00005100|BV00008402|BV00015371|BV00016736,328.5|388.0|406.5|440.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,563 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005100, BV00008402, BV00015371, BV00016736."", ""Insertar 1 punto consolidado en el centroide (lat=-5.713955, lon=-78.804345).""]"
1010,-11.8796365,-77.0230325,agente,NEW_AGENTE_01010,1754.0,LIMA,LIMA,CARABAYLLO,4,BV00006590|BV00013249|BV00012799|BV00003904,329.0|441.5|491.5|492.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,754 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006590, BV00013249, BV00012799, BV00003904."", ""Insertar 1 punto consolidado en el centroide (lat=-11.879637, lon=-77.023032).""]"
1011,-6.768646800000001,-79.8421056,agente,NEW_AGENTE_01011,1723.0,LAMBAYEQUE,CHICLAYO,CHICLAYO,5,BV00005413|BV00009481|BV00016773|BV00009330|BV00015533,329.5|344.5|346.5|349.0|353.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,723 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005413, BV00009481, BV00016773, BV00009330, BV00015533."", ""Insertar 1 punto consolidado en el centroide (lat=-6.768647, lon=-79.842106).""]"
1012,-9.2982154,-76.00187059999999,agente,NEW_AGENTE_01012,1711.0,HUANUCO,LEONCIO PRADO,RUPA-RUPA,5,BV00006122|BV00012478|BV00009928|BV00009658|BV00013414,330.0|337.0|339.0|348.0|357.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,711 ≤ 2,000)."", ""Retirar/absorber códigos: BV00006122, BV00012478, BV00009928, BV00009658, BV00013414."", ""Insertar 1 punto consolidado en el centroide (lat=-9.298215, lon=-76.001871).""]"
1013,-12.043981666666667,-76.88684466666668,agente,NEW_AGENTE_01013,1240.5,LIMA,LIMA,ATE,3,BV00011726|BV00015400|BV00006226,330.0|391.5|519.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,240 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011726, BV00015400, BV00006226."", ""Insertar 1 punto consolidado en el centroide (lat=-12.043982, lon=-76.886845).""]"
1014,-5.9894175,-77.27838025,agente,NEW_AGENTE_01014,1538.5,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,4,BV00011156|BV00005586|BV00016146|BV00014054,330.0|374.0|394.5|440.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,538 ≤ 2,000)."", ""Retirar/absorber códigos: BV00011156, BV00005586, BV00016146, BV00014054."", ""Insertar 1 punto consolidado en el centroide (lat=-5.989418, lon=-77.278380).""]"
1015,-13.7427835,-75.964733,agente,NEW_AGENTE_01015,723.0,ICA,PISCO,HUMAY,2,BV00016599|BV00001024,331.0|392.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=723 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016599, BV00001024."", ""Insertar 1 punto consolidado en el centroide (lat=-13.742783, lon=-75.964733).""]"
1016,-12.045731,-76.97051739999999,agente,NEW_AGENTE_01016,1881.0,LIMA,LIMA,SANTA ANITA,5,BV00013795|BV00015629|BV00016696|BV00009860|BV00011147,331.5|341.5|392.5|398.5|417.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,881 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013795, BV00015629, BV00016696, BV00009860, BV00011147."", ""Insertar 1 punto consolidado en el centroide (lat=-12.045731, lon=-76.970517).""]"
1017,-12.03726975,-77.03209575,agente,NEW_AGENTE_01017,1545.5,LIMA,LIMA,RIMAC,4,BV00016318|BV00001886|BV00011568|BV00012105,331.5|343.0|410.5|460.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,546 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016318, BV00001886, BV00011568, BV00012105."", ""Insertar 1 punto consolidado en el centroide (lat=-12.037270, lon=-77.032096).""]"
1018,-10.491897333333334,-76.51568566666667,agente,NEW_AGENTE_01018,1538.0,PASCO,DANIEL A. CARRION,YANAHUANCA,3,BV00005679|BV00006705|BV00009771,332.0|578.5|627.5,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,538 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005679, BV00006705, BV00009771."", ""Insertar 1 punto consolidado en el centroide (lat=-10.491897, lon=-76.515686).""]"
1019,-12.012835399999998,-77.0807468,agente,NEW_AGENTE_01019,1886.5,LIMA,LIMA,SAN MARTIN DE PORRES,5,BV00013361|BV00016929|BV00008877|BV00014689|BV00008870,332.0|350.5|386.0|397.5|420.5,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,886 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013361, BV00016929, BV00008877, BV00014689, BV00008870."", ""Insertar 1 punto consolidado en el centroide (lat=-12.012835, lon=-77.080747).""]"
1020,-13.4157804,-76.1367324,agente,NEW_AGENTE_01020,1761.0,ICA,CHINCHA,CHINCHA ALTA,5,BV00016956|BV00017295|BV00007053|BV00012573|BV00016006,334.0|336.5|345.0|362.5|383.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,761 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016956, BV00017295, BV00007053, BV00012573, BV00016006."", ""Insertar 1 punto consolidado en el centroide (lat=-13.415780, lon=-76.136732).""]"
1021,-4.8579665,-80.681994,agente,NEW_AGENTE_01021,731.5,PIURA,SULLANA,SALITRAL,2,BV00010804|BV00010201,334.5|397.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=732 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010804, BV00010201."", ""Insertar 1 punto consolidado en el centroide (lat=-4.857966, lon=-80.681994).""]"
1022,-6.546190333333333,-79.86280466666666,agente,NEW_AGENTE_01022,1582.5,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,3,BV00016014|BV00016505|BV00008547,334.5|369.0|879.0,"[""Consolidar 3 puntos de canal 'agente' por baja transaccionalidad (total=1,582 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016014, BV00016505, BV00008547."", ""Insertar 1 punto consolidado en el centroide (lat=-6.546190, lon=-79.862805).""]"
1023,-6.7776246,-79.8391772,agente,NEW_AGENTE_01023,1837.5,LAMBAYEQUE,CHICLAYO,CHICLAYO,5,BV00016354|BV00012516|BV00015310|BV00013912|BV00014552,335.0|358.0|366.0|386.5|392.0,"[""Consolidar 5 puntos de canal 'agente' por baja transaccionalidad (total=1,838 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016354, BV00012516, BV00015310, BV00013912, BV00014552."", ""Insertar 1 punto consolidado en el centroide (lat=-6.777625, lon=-79.839177).""]"
1024,-16.477351,-71.5030285,agente,NEW_AGENTE_01024,792.5,AREQUIPA,AREQUIPA,CHARACATO,2,BV00007782|BV00014608,335.5|457.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=792 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007782, BV00014608."", ""Insertar 1 punto consolidado en el centroide (lat=-16.477351, lon=-71.503028).""]"
1025,-12.17361125,-76.93630399999999,agente,NEW_AGENTE_01025,1760.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,4,BV00003162|BV00015687|BV00015684|BV00003309,335.5|353.5|465.5|605.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,760 ≤ 2,000)."", ""Retirar/absorber códigos: BV00003162, BV00015687, BV00015684, BV00003309."", ""Insertar 1 punto consolidado en el centroide (lat=-12.173611, lon=-76.936304).""]"
1026,-13.155401,-74.21938675000001,agente,NEW_AGENTE_01026,1549.0,AYACUCHO,HUAMANGA,JESUS NAZARENO,4,BV00016622|BV00012774|BV00014944|BV00017249,336.0|339.5|435.0|438.5,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,549 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016622, BV00012774, BV00014944, BV00017249."", ""Insertar 1 punto consolidado en el centroide (lat=-13.155401, lon=-74.219387).""]"
1027,-12.088001,-77.0689995,agente,NEW_AGENTE_01027,1746.5,LIMA,LIMA,MAGDALENA DEL MAR,4,BV00016826|BV00002357|BV00005024|BV00007740,337.0|397.5|458.0|554.0,"[""Consolidar 4 puntos de canal 'agente' por baja transaccionalidad (total=1,746 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016826, BV00002357, BV00005024, BV00007740."", ""Insertar 1 punto consolidado en el centroide (lat=-12.088001, lon=-77.069000).""]"
